0;Chiostro di Santa Chiara ;One of the best places to escape from the speed and noise of the city is inside the Santa Chiara monastery complex. Gothic-style religious complex features a church, monastery & museum. Santa Chiara is most famous for its elaborately decorated cloisters. The complex was built between 1313-1340 so the oldest features date back to the 14th century. The church is free to enter but it is also worth the €6 ticket fee to explore the cloisters. The unique beauty of Santa Chiara is here, outside, among the painted tiles. ;40.8459733;14.2531544;Chiostro di Santa Chiara, Via Santa Chiara, 49/C, 80134 Napoli NA, Italy;
1;Chiesa di San Domenico Maggiore;One of Naples' most emblematic places of worship, both for its artistic value and for its great historical importance. A church filled with so many treasures, no matter how many times you visit, you will always discover something new. Royal sepulchres, fragments of 14th century Giotto-esque frescoes, 16th century Neapolitan sculpture, Cosimo Fanzago’s high altar (1652), a Baroque era panelled ceiling (1670), and 24 side chapels, each one, more beautiful than the next.;40.8488841;14.2544224;P.za S. Domenico Maggiore, 8A, 80134 Napoli NA, Italy;
2;Napoli Sotterranea;You can hardly turn over a spade of soil in any Italian city without uncovering centuries of history, and Naples is no exception. Naples Underground is an official route through the underground tunnels of Naples. You will find a completely different world 40 meters below the streets of Naples, but with a deep connection with the upper world. The underground city spreads below the entire old town, its myths and legends are still alive in the imagination of all the Neapolitans.;40.83729700000001;14.245562;Vico S. Anna di Palazzo, 52, 80132 Napoli NA, Italy;
3;Cattedrale di Santa Maria Assunta;Naples' main church and home to important artistic, cultural and historic heritage. Beautifully detailed frescoes, intricate bronze railings and grand altars, as well as sculptures and canvases by important Italian artists... there's an enormous amount to see in the Cathedral, and entrance is free! Probably the most unusual item in the Duomo is the vial of the blood of Saint Januarius (San Gennaro in Italian), to whom the cathedral is also dedicated. Believe it or not, the saint's blood is said to turn from solid to liquid during certain festivities... you can judge that for yourself!;40.8525429;14.2593205;Via Duomo, 147, 80138 Napoli NA, Italy;
4;L'Antica Pizzeria Da Michele;Veteran pizzeria Da Michele continues to keep things plain and simple: unadorned marble tabletops, brisk service and two types of pizza- Margherita or marinara. Both are delicious. Expect lengthy queues. ;40.8497563;14.2633002;Via Cesare Sersale, 1, 80139 Napoli NA, Italy;
5;Pizzeria Gino e Totò Sorbillo;Day in, day out, this cult-status pizzeria is designed by hungry hordes. While debate may range over whether Gino Sorbillo’s pizzas are the best in town, there’s no doubt that his giant, wood-fired discs - made using organic flour and tomatoes - will have you licking fingertips and whiskers. Head in super early or prepare to wait. ;40.8503854;14.2553028;Via dei Tribunali, 32, 80138 Napoli NA, Italy;
6;Via dei Tribunali -notable street;Via dei Tribunali was the main decumanus, or east-west street, of ancient Greek and Roman Naples, and it remains one of the city's most important avenues. Lining the narrow cobblestoned street - which seems like it should probably be pedestrianised but isn't, so watch out for cars! - are the crumbling buildings once housing the elegant palaces of Naples' nobility.;40.8515175;14.2588326;Via dei Tribunali, Napoli NA, Italy;
7;Shanti Art Music Bar;Nice local bar with good music, cool ambiance and good selection of drinks.;40.8485072;14.2560941;Via Giovanni Paladino, 56/58, Via Giovanni Paladino, 56/58, 80121 Napoli NA, Italy;
8;Bucopertuso;The bar where you can drink good wines and beers! The atmosphere is amazing. You can meet new people and have fun in the heart of the historical centre of the city!;40.847447;14.2569051;Via Giovanni Paladino, 21, 80138 Napoli NA, Italy;
9;120 Grammi Spaghetti Asporto;Fabulous spaghetti, great sauces, huge portions and very cheap. Popular among local students. ;40.8480738;14.2555913;Via Mezzocannone, 24, 80134 Napoli NA, Italy;
10;Casa Infante;Delicious gelato, Neapolitan deserts and beautiful interior. ;41.87194;12.56738;Italy;
11;Palazzo Venezia Napoli;One of the most important and unique buildings in the centre of Naples. Today it is used an event space - art shows, concerts, exhibitions and lectures. But that’s not why people come to see it. The real attraction is the courtyard, a Neapolitan garden set down in the 19th century. It’s small and wild, with narrow pathways and cozy corners. It feels like a little secret hidden away from the rest of the city.  A wonderful place to drink a beer, cocktail or coffee, very quiet and really beautiful.;40.8479372;14.2537965;Via Benedetto Croce, 19, 80134 Napoli NA, Italy;
12;Libreria Berisio;This midcentury bookshop doubles as buzzing cocktail bar, its wine-red interiors drawing a predominantly young, International crowd. Sip a well- crafted negroni while browsing floor-to-ceiling bookshelves… or cute peeps in the crowd. ;40.8494919;14.2508104;Via Port'Alba, 28, 80134 Napoli NA, Italy;
13;Chiesa del Gesù Nuovo;Beyond the facade of pyramid-shaped stones fronting Gesú Nuovo Church (Chiesa del Gesù Nuovo) lies a brilliant baroque interior. The building’s imposing shell was part of the fortified Palazzo Sanseverino before it was converted into a church in the 16th century. Inside are three elaborate naves, 11 chapels, and religious art by Cosimo Fanzago and Luca Giordano. Is a must-visit for travelers interested in Naples' baroque art. Entrance is free, but the church is closed to the public in the afternoon.;40.8472995;14.2518309;Piazza del Gesù Nuovo, 2, 80134 Napoli NA, Italy;
14;Palazzo Spinelli di Laurino;Is one of the oldest and most enigmatic monumental buildings in Naples. Palazzo Spinelli is also famous for the presence of a ghost that wanders among the internal halls of the structure.;40.8502945;14.2554763;Via dei Tribunali, 362, 80134 Napoli NA, Italy;
15; Сhiesa dei Girolamini;Rarely visited, this church and its attached convent hide a fine collection of artwork by some prominent Italian Renaissance artists. ;40.8517763;14.2585354;Piazza Gerolomini, 84090 Napoli NA, Italy;
16; Porta Capuano;Important historical crossroads of the city, located towards the direction of the city of Capua, the Porta Capuana (Capuana Gate) which is near the Castel Capuano of Naples was built in 1484 by King Ferrante of Aragon.;40.85440639999999;14.2654151;Piazza San Francesco, Piazza S. Anna a Capuana, a, 80139 Napoli NA, Italy;
17;Chiesa di Santa Caterina a Formiello;With the high dome, the first one that was built in Naples and the elegance of the structure, the church of Santa Caterina in Formiello dominates the group of buildings of the sixteenth century, that create a Rinascimental atmosphere in Naples.;40.854409;14.2646118;Piazza Enrico de Nicola, 49, 80139 Napoli NA, Italy;
18;Gay-Odin chocolate store;Gay-Odin is the story of a chocolate factory that opened in Naples in the late 19th century. Here, the combinations of flavors made by the young alchemist will seduce customers so much that, to satisfy everyone.;40.8517983;14.26812;Naples, Metropolitan City of Naples, Italy;
19; Chiesa di Santa Maria delle Anime del Purgatorio ad Arco;The Church is known to the Neapolitan people as the church “de ” e cape ‘e morte” (the head of dead). ;40.8505761;14.255769;Via dei Tribunali, 39, 80138 Napoli NA, Italy;
20;Spaccanapoli- notable street;Straight, narrow and packed with charm, Spaccanapoli is one of Naples' main thoroughfares, defying the labyrinthine lanes of the rest of the historic centre. Translated literally, Spaccanapoli means "Naples splitter", as the long, straight thoroughfare seems to divide the historic centre of the city in two. In reality, it's a nickname given to a sequence of streets that cut straight through the winding streets of the old town: Via Benedetto Croce, Via San Biagio dei Librai and Via Vicaria Vecchia.;40.8492469;14.2603993;Vico Paparelle Al Pendino, 13, 80134 Napoli NA, Italy;
21;Piazza Vincenzo Bellini;This is a little piazza in the heart of the historic areas. Lots of interesting music shops and various other shops nearby.;40.8502735;14.2520509;Piazza Bellini, 80138 Napoli NA, Italy;
